"","doy","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"94",94,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"95",95,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"96",96,NA,2088.94032282798,2856.02805025883,2555.14963299097,2680.65800571654,2498.35313077452,3714.28571428571,2277.64973052021,NA,NA,2600.27726278374,3415.43242315001,2845.48248730529,NA,2573.70871203724,2356.9934621202
"97",97,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"98",98,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"99",99,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"100",100,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"101",101,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"102",102,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"103",103,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"104",104,3013.35512501593,2563.97185919007,2621.7870816482,3054.42498321037,3257.35394850296,3223.70511623143,3202.57431811217,2460.28401169676,NA,2557.22053972509,3034.9723003958,3607.80459804577,NA,2308.76774421578,2755.15093435553,2185.57009895728
"105",105,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"106",106,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"107",107,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
"108",108,2967.9553001616,3028.01067641674,3216.66940626089,3306.92917998368,NA,2720.68906459508,2723.44267228408,2547.27094619892,NA,3283.37004501091,2895.77105354968,3147.50863638938,3604.6483996005,2400.9009009009,3475.24515666109,2887.72419845079
